反馈id,端,内容,反馈产品,问题类型,问题标签,问题样张,组件,版本号,渠道号,traceid,guid,hdid,来源字单元id,deviceid,设备类型,设备型号名称,设备系统版本,设备系统语言,云开关状态,ABI类型,SVN号,VC值,反馈时间,是否处理,最后处理人昵称,用户附件数量,用户附件列表,内部附件列表,附加信息,备注,系统语言,安装位置,CPU,显卡信息,设备名称,内存,硬盘,分辨率,系统版本,时区,客户端模式,云同步状态
fb_6954a9bb3dc417005ae62caa,pc,怎么打印不出黑白色,打印预览和打印,,,,wps,12.1.0.24034,20.2875,,8C7C3FD2C2FB4F139A0BEF375C7E1839,1adc112937677eb735a6f3390b4561f1,,,,Win32,Win32,,,,,,2025/12/31 12:42,未处理,,0,,,,,zh-CN,C:\Users\3270778162qq.com\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1397MB),"Intel(R) Core(TM) i7-8565U CPU @ 1.80GHz, 1.99GHz, HUAWEI WRT-WX9-PCB","Intel(R) UHD Graphics 620, 1024MB VRAM, Driver v27.20.100.8984 NVIDIA GeForce MX150, VRAM, Driver v25.21.14.1972 Virtual Display Device, VRAM, Driver v1.0.0.9",DESKTOP-GBBJNHV,LPDDR3-2133 SDRAM:7.0/7.8GB,C:57.8/80GB,2160x1440,Microsoft Windows 11 家庭中文版(64 位) Build 26100 v10.0.26100,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_6954a937616a01005ac78f0d,pc,菜单界面的翻转页面没有了，这个功能经常会用到。,WPS PDF,,,,wpspdf,12.1.0.24034,50.517,,982C2714690A41CABA5E44FF8250B30C,31053976004c390e5df668900b14e495,,,,Win32,Win32,,,,,,2025/12/31 12:40,未处理,,1,https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767155910146/o_1jdpb8pscqtkal13qg16kp11r7e.png,,,,zh-CN,C:\Program Files (x86)\WPS Office\12.1.0.24034 (1351MB),"Intel(R) Core(TM) Ultra 7 155H, 3.80GHz, HUAWEI ENZH-XX-PCB","OrayIddDriver Device, VRAM, Driver v17.50.19.949 Sharing Monitor, VRAM, Driver v17.1.40.460 Intel(R) Arc(TM) Graphics, 128MB VRAM, Driver v31.0.101.5382",yuebing,Unknown Memory-7467 SDRAM:15.4/31.5GB,C:105.5/300GB,2880x1920,Microsoft Windows 11 家庭中文版(64 位) Build 26200 v10.0.26200,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Multi-component,manual
fb_6954a805b1404a004c82dee0,pc,我购买的会员为什么稻壳还让在买会员,PC端个人中心,,,,wpsoffice,12.1.0.18240,20.2929,,874142A75FE446BF818761071492B5E0,83d07835d66261cc9325575c7157c700,,,,Win32,Win32,,,,,,2025/12/31 12:35,未处理,,0,,,,,zh-CN,C:\Users\Administrator\AppData\Local\Kingsoft\WPS Office\12.1.0.18240 (1013MB),"Intel(R) Celeron(R) G5920 CPU @ 3.50GHz, 3.50GHz, ASUSTeK COMPUTER INC. PRIME H510M-F","Intel(R) UHD Graphics 610, 1024MB VRAM, Driver v31.0.101.2111",MS-TQNDHMDJLCQX,DDR4-2667 SDRAM:6.2/7.8GB,C:97.9/100GB,1600x900,Microsoft Windows 10 专业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,,manual
fb_6954a78e2de9f70053172a4b,pc,是超级会员 但是ppt背景草稿文字去不掉,PC端个人中心,,,,wpsoffice,12.1.0.15712,360.278156,,FDAB38E1B4134055AC37F49874BD1186,6fdd672bb9c8efdf844b492d9f70fd02,,,,Win32,Win32,,,,,,2025/12/31 12:33,未处理,,0,,,,,zh-CN,,,,,,,,,,,manual
fb_6954a73fb28a0c004c50bb2e,pc,批量文件保护,WPS表格,,,,wpsoffice,12.1.0.20305,50.513,,B8C676D68320444184F5A29CF0316284,9e64064859015438c868caed20e14dae,,,,Win32,Win32,,,,,,2025/12/31 12:31,未处理,,0,,,,,zh-CN,C:\Users\chj\AppData\Local\Kingsoft\WPS Office\12.1.0.20305 (1128MB),"Intel(R) Core(TM) i3-7100 CPU @ 3.90GHz, 3.91GHz, Dell Inc. 0N9Y46","OrayIddDriver Device, VRAM, Driver v17.1.58.818 Intel(R) HD Graphics 630, 1024MB VRAM, Driver v27.20.100.8854",ITGD06-0006,DDR4-2400 SDRAM:8.9/11.9GB,C:102.8/108GB,1920x1080,Microsoft Windows 10 专业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,,manual
fb_6954a65fab7987004cfd48ea,pc,我想问一下PDF的批注功能里的删除线和替换符能不能自定义默认颜色，现在默认的都是红色，太难区分了，每次都要手动选择颜色,WPS PDF,,,,wpspdf,12.1.0.24034,12012.2019,,EB8F4E4C6F8F44B89827EA5B9DDA3ECA,4c5455822740894ffa3ef3f8f2aae3b2,,,,Win32,Win32,,,,,,2025/12/31 12:28,未处理,,0,,,,,zh-CN,E:\WPS Office\12.1.0.24034 (1351MB),"AMD Ryzen 7 5800H with Radeon Graphics         , 3.20GHz, LENOVO LNVNB161216","NVIDIA GeForce RTX 3060 Laptop GPU, VRAM, Driver v32.0.15.6636 OrayIddDriver Device, VRAM, Driver v17.50.19.949",LAPTOP-LEE,DDR4-3200 SDRAM:20.2/31.9GB,"C:197.6/300GB, E:207.3/477GB",2560x1440,Microsoft Windows 11 家庭中文版(64 位) Build 26220 v10.0.26220,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_6954a6122de9f70053172a45,pc,如何批量进行文件保护,PC端个人中心,,,,wpsoffice,12.1.0.20305,50.513,,B8C676D68320444184F5A29CF0316284,9e64064859015438c868caed20e14dae,,,,Win32,Win32,,,,,,2025/12/31 12:26,未处理,,0,,,,,zh-CN,C:\Users\chj\AppData\Local\Kingsoft\WPS Office\12.1.0.20305 (1128MB),"Intel(R) Core(TM) i3-7100 CPU @ 3.90GHz, 3.91GHz, Dell Inc. 0N9Y46","OrayIddDriver Device, VRAM, Driver v17.1.58.818 Intel(R) HD Graphics 630, 1024MB VRAM, Driver v27.20.100.8854",ITGD06-0006,DDR4-2400 SDRAM:9.0/11.9GB,C:102.8/108GB,1920x1080,Microsoft Windows 10 专业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,,manual
fb_6954a52d616a01005ac78f07,pc,今年买的会员的发票在哪下载呢？,WPS OFFICE,,,,home,12.1.0.24034,50.524,1767154989023_1.20_051c51ead3de,BCCE97546E6846659DF02F8B678A276E,6bd62946fe0186aaf4debbbaf2bede8d,,,,Win32,Win32,,,,,,2025/12/31 12:23,未处理,,0,,,,,zh-CN,C:\Users\China Vigor\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1396MB),"Intel(R) Core(TM) i5-14400, 2.50GHz, Dell Inc. 0MG3PY","OrayIddDriver Device, VRAM, Driver v17.1.58.818 Intel(R) UHD Graphics 730, 2048MB VRAM, Driver v32.0.101.7026",DESKTOP-7L62M44,Unknown Memory-5600 SDRAM:11.8/15.7GB,C:267.3/455GB,1920x1080,Microsoft Windows 11 家庭中文版(64 位) Build 26100 v10.0.26100,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_6954a4d912fa9b004c7d640c,pc,您好，怎样提取图片中公章,PC端个人中心,,,,wpsoffice,12.1.0.24034,12012.2019,,3B65A5E4B81840E28F4A6A3234EF1848,a8c45bb8af15ba67fe278f765a47ada0,,,,Win32,Win32,,,,,,2025/12/31 12:21,未处理,,0,,,,,zh-CN,C:\Users\52460\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1453MB),"13th Gen Intel(R) Core(TM) i5-13420H, 2.10GHz, ASUSTeK COMPUTER INC. P500SV","Intel(R) UHD Graphics, 2048MB VRAM, Driver v32.0.101.6737",DESKTOP-91PDONF,Unknown Memory-5600 SDRAM:9.5/15.6GB,C:72.7/952GB,1920x1080,Microsoft Windows 11 家庭中文版(64 位) Build 26200 v10.0.26200,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_6954a39a616a01005ac78efc,pc,请问以前的签到得到的小时会员自动兑换了吗？怎么查询以前的签到得时长,PC端个人中心,,,,wpsoffice,12.1.0.24034,50.513,,7000B37ADE634EBEB58B94061E192598,8c1dae11b88cc9b4f6436ec35943f123,,,,Win32,Win32,,,,,,2025/12/31 12:16,未处理,,0,,,,,zh-CN,C:\Program Files (x86)\Kingsoft\WPS Office\12.1.0.24034 (1378MB),"Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz, 3.41GHz, MSI B150M G1 GAMER (MS-7996)","OrayIddDriver Device, VRAM, Driver v17.1.58.818 NVIDIA GeForce GTX 1660 SUPER, VRAM, Driver v27.21.14.6109",DESKTOP-0FG1L5E,DDR4-2133 SDRAM:6.7/16.0GB,C:75.2/477GB,1920x1080,Microsoft Windows 10 专业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_6954a37cb28a0c004c50bb17,pc,保留万元  两位小数  始终不行，只能保留一位小数,PC端个人中心,,,,wpsoffice,12.1.0.16388,50.513,,1B0CCB160EB145D9B895231A87541CD4,f6f1662bbcb179db8e09cfee28bdcd6a,,,,Win32,Win32,,,,,,2025/12/31 12:15,未处理,,0,,,,,zh-CN,E:\安装后\WPS Office\12.1.0.16388 (1072MB),"Intel(R) Core(TM) i7-10510U CPU @ 1.80GHz, 2.30GHz, LENOVO 20RA002LCD","Intel(R) UHD Graphics, 1024MB VRAM, Driver v30.0.101.1122 AMD Radeon (TM) RX 640, VRAM, Driver v30.0.13023.4001",DESKTOP-9SEIO3R,DDR4-2667 SDRAM:6.0/7.8GB,"C:127.5/151GB, E:90.0/98GB",1920x1080,Microsoft Windows 11 家庭中文版(64 位) Build 26100 v10.0.26100,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,,manual
fb_6954a28e118666005a2b1606,pc,这个AI朗读功能一旦打开没法关闭吗？这个功能不应该跟之前的机器朗读是并列可选择使用的吗？这一更新只能用AI朗读，旧功能直接找不到了,AI朗读,,,,wps,12.1.0.24034,20.2706,,E15D44ECBC204F40BEA75CC64DBC41E1,eb5b4249f22eeac8fca5ac9274171990,,,,Win32,Win32,,,,,,2025/12/31 12:11,未处理,,0,,,,,zh-CN,C:\Users\Administrator.DESKTOP-IDE2G6M\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1355MB),"12th Gen Intel(R) Core(TM) i5-12400, 2.50GHz, ASUSTeK COMPUTER INC. EX-B660M-V5 D4","Intel(R) UHD Graphics 730, 1024MB VRAM, Driver v30.0.101.1371",DESKTOP-IDE2G6M,DDR4-3200 SDRAM:12.2/15.7GB,C:174.9/201GB,2560x1440,Microsoft Windows 10 专业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_6954a268e782ad00534b0487,pc,经常打不开表格，再次打开显示锁定，不能修改,WPS OFFICE,,,,home,12.1.0.24034,20.2885,1767154280588_31.20_39588059cc5e,59A677AF7B174A86BF414A6250005018,fc40eafa9e31d6433046f3ce5116e8a0,,,,Win32,Win32,,,,,,2025/12/31 12:11,未处理,,0,,,,,zh-CN,C:\Users\Administrator\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1351MB),"Intel(R) Core(TM) i5-6300HQ CPU @ 2.30GHz, 2.30GHz, LENOVO Lenovo XiaoXin 700-15ISK","Intel(R) HD Graphics 530, 1024MB VRAM, Driver v20.19.15.4624 NVIDIA GeForce GTX 950M, VRAM, Driver v21.21.13.7654",WIN-20250814AKZ,DDR4-2133 SDRAM:4.2/7.8GB,C:46.4/104GB,1920x1080,Microsoft Windows 10 专业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_6954a265b28a0c004c50bb03,pc,工作表格丢失 22以后数据丢失,WPS OFFICE,,,,home,12.1.0.23542,50.513,1767154263502_31.27_434eb4408640,5D0032B58F4E44B2AFF2CADEF79BAB02,f70c1c86958f5126ba93520fa0b129ea,,,,Win32,Win32,,,,,,2025/12/31 12:11,未处理,,1,https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767154002528/o_1jdp9j64hghp2a01rm51s8okte.xlsx,,,,zh-CN,C:\Program Files (x86)\Kingsoft\WPS Office\12.1.0.23542 (1389MB),"Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz, 2.21GHz, ASUSTeK COMPUTER INC. FX505GE","NVIDIA GeForce GTX 1050 Ti, VRAM, Driver v27.21.14.5763 Intel(R) UHD Graphics 630, 1024MB VRAM, Driver v25.20.100.6617",DESKTOP-EGH64V3,DDR4-2667 SDRAM:6.4/15.9GB,C:111.3/237GB,1920x1080,Microsoft Windows 10 专业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_6954a1acab7987004cfd48d4,pc,办了会员之后不能享受服务，请把钱给我退回来,WPS OFFICE,,,,home,12.1.0.24034,2345.322229,,22B72727FC824AA082C7D1CB47109233,7cb2d62408c8c6e3206df64ce0fc180c,,,,Win32,Win32,,,,,,2025/12/31 12:08,未处理,,0,,,,,zh-CN,d:\Program Files (x86)\WPS Office\12.1.0.24034 (1411MB),"11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz, 2.42GHz, ASUSTeK COMPUTER INC. I421EQY","OrayIddDriver Device, VRAM, Driver v17.1.58.818 Intel(R) Iris(R) Xe Graphics, 1024MB VRAM, Driver v27.20.100.9365 NVIDIA GeForce MX350, VRAM, Driver v30.0.15.1169",郭强的电脑,DDR4-3200 SDRAM:9.6/15.7GB,"C:174.4/212GB, d:51.1/127GB",1920x1080,Microsoft Windows 11 家庭中文版(64 位) Build 26100 v10.0.26100,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_6954a18912fa9b004c7d6406,pc,干什么都要会员,WPS OFFICE,,,,home,12.1.0.23542,20.3106,,FB06B6961DB248F8BF7E4825AC48AA52,66c917b8e06b9cb3eda272a974d5a252,,,,Win32,Win32,,,,,,2025/12/31 12:07,未处理,,0,,,,,zh-CN,C:\Users\Administrator\AppData\Local\Kingsoft\WPS Office\12.1.0.23542 (1368MB),"12th Gen Intel(R) Core(TM) i5-12400F, 2.50GHz, Colorful Technology And Development Co.,LTD H610M-D EVO","Radeon RX550/550 Series, VRAM, Driver v31.0.12029.10015",SC-202501051116,DDR4-3200 SDRAM:4.5/15.8GB,C:42.0/149GB,1680x1050,Microsoft Windows 11 专业版(64 位) Build 22631 v10.0.22631,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_6954a123d449ec005a1e9648,pc,怎么样把excel格式里面的内容自动填充到Word文档的对应格式？,PC端个人中心,,,,wpsoffice,12.1.0.24034,12012.2019,,DA0E8BA207A54A2D9551F6A1065B3979,4a2169ea07e6df9e4b56fc25644f3548,,,,Win32,Win32,,,,,,2025/12/31 12:05,未处理,,0,,,,,zh-CN,C:\Users\Administrator\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1351MB),"Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz, 2.81GHz, LENOVO 313A","OrayIddDriver Device, VRAM, Driver v17.1.58.818 Intel(R) UHD Graphics 630, 1024MB VRAM, Driver v31.0.101.2125",mei,DDR4-2667/DDR4-3200 SDRAM:11.6/15.9GB,C:160.4/195GB,1920x1080,Microsoft Windows 10 专业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_6954a116118666005a2b15eb,pc,输出PDF格式里面没有输出成图片的形式了,WPS PDF,,,,wpsoffice,12.1.0.24034,12012.2019,,F93C327EE01E423892A4E899F72485C8,c76dfe223567e42013542795bbf8b033,,,,Win32,Win32,,,,,,2025/12/31 12:05,未处理,,2,"https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767153790810/o_1jdp97e2g5jaif1l228atd0pe.png
https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767153790810/o_1jdp985vb61o1b6m1ejv1k7u68op.png",,,,zh-CN,D:\wps\WPS Office\12.1.0.24034 (1407MB),"Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz, 2.50GHz, Dell Inc. 03KCVC","NVIDIA GeForce GTX 1650 Ti, VRAM, Driver v31.0.15.5212 Intel(R) UHD Graphics, 1024MB VRAM, Driver v31.0.101.2125",DESKTOP-MMGTKS0,DDR4-3200 SDRAM:6.8/7.8GB,"C:158.9/355GB, D:66.8/100GB",1920x1080,Microsoft Windows 10 家庭中文版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_6954a112e782ad00534b047b,pc,明明有免费使用的2次机会，为啥转化不了PPT模板？,PC端个人中心,,,,wpsoffice,12.1.0.24034,20.2996,,8C7C6150B43046709118397DA4308A2C,f82d370680638dd276f1d9a9295f6093,,,,Win32,Win32,,,,,,2025/12/31 12:05,未处理,,1,https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767153879558/o_1jdp99m7p1fiq1jidvc1mdjjj1e.png,,,,zh-CN,C:\Users\41018\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1351MB),"Intel(R) Core(TM) Ultra 5 125H, 3.60GHz, HONOR DRA-XX-PCB","Intel(R) Arc(TM) Graphics, 2048MB VRAM, Driver v32.0.101.8132 Honor Virtual Display Device, VRAM, Driver v1.0.23.2",黄美珍,Unknown Memory-8533 SDRAM:15.6/23.5GB,C:133.2/300GB,3072x1920,Microsoft Windows 11 家庭中文版(64 位) Build 26100 v10.0.26100,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_6954a0222de9f70053172a2d,pc,独立完成版块没有,AI文档脑图,,,,WPS,12.1.0.24034,50.513,,A7A71A95000E4A52862EABC8A8FABC6F,2569eed42c9cbeda2ea13255cf70c393,,,,Win32,Win32,,,,,,2025/12/31 12:01,未处理,,0,,,,,zh-CN,,,,,,,,,,,auto
fb_69549fdf2de9f70053172a20,pc,缓存清理在哪里？,WPS OFFICE,,,,home,12.1.0.24034,12012.2019,1767153633031_1.6_9c23d5b0ae43,B2B4E1A237914FE1A7831918DC7F38F2,46bf6db130ad56e6c92bfb21bcc7c718,,,,Win32,Win32,,,,,,2025/12/31 12:00,未处理,,0,,,,,zh-CN,C:\Users\Dell\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1344MB),"Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz, 2.90GHz, Dell Inc. 0V7K5Y","OrayIddDriver Device, VRAM, Driver v17.1.58.818 Intel(R) UHD Graphics 630, 1024MB VRAM, Driver v31.0.101.2135 NVIDIA GeForce GT 730, VRAM, Driver v27.21.14.5671",DELL,DDR4-3200 SDRAM:7.0/7.7GB,C:153.8/238GB,1920x1080,Microsoft Windows 10 家庭中文版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_69549fca118666005a2b15cf,pc,文档丢失数据，今日是20251231日，数据返回至20251218版本，希望数据修复,PC端个人中心,,,,wpsoffice,12.1.0.24034,50.513,,9A30237316724C86AB5B17250CEBAB71,ff4a85b6188cf0fd8c08edd83772be14,,,,Win32,Win32,,,,,,2025/12/31 12:00,未处理,,0,,,,,zh-CN,C:\Users\Administrator\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1351MB),"AMD A8-9600 RADEON R7, 10 COMPUTE CORES 4C+6G  , 3.10GHz, Gigabyte Technology Co., Ltd. A320M-H-CF","AMD Radeon R7 Graphics, 512MB VRAM, Driver v27.20.20903.8001 Oray Display Mirror Driver, VRAM, Driver v1.0.1.17485",综合办公室001,Unknown Memory-2400 SDRAM:5.4/7.4GB,C:50.9/100GB,1920x1080,Microsoft Windows 7 旗舰版 (64-bit) Build 7601 v6.1.7601,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_69549fa2616a01005ac78edf,pc,vb编辑器添加类的时候直接崩溃,WPS2019,,,,wps,12.1.0.24034,12012.2019,,3B38FB27DF314DA3A03F23964A96DAC6,0c7437f1f3845f7998d7da7f4143d701,,,,Win32,Win32,,,,,,2025/12/31 11:59,未处理,,0,,,,,zh-CN,,,,,,,,,,,manual
fb_69549f8a118666005a2b15c4,pc,误删重要文件，请给予帮助，谢谢！,PC端个人中心,,,,wpsoffice,12.1.0.24034,20.2875,,6710FD47ABFD4D48A788E4887E5B5726,75c287293c36ca0a4d9baf855b8270f7,,,,Win32,Win32,,,,,,2025/12/31 11:59,未处理,,0,,,,,zh-CN,C:\Users\赵向珂\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1372MB),"12th Gen Intel(R) Core(TM) i5-12500H, 2.50GHz, HUAWEI HKF-WXX-PCB","Intel(R) Iris(R) Xe Graphics, 1024MB VRAM, Driver v30.0.101.1934",LAPTOP-2CSUPS5N,LPDDR4-4267 SDRAM:9.0/15.7GB,C:124.4/200GB,2520x1680,Microsoft Windows 11 家庭中文版(64 位) Build 26200 v10.0.26200,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_69549f8738041a00537e1152,pc,文档瘦身中的PDF转CAD经常转换不了，之前的批量转换功能也不见了,WPS OFFICE,,,,home,12.1.0.24034,20.2707,1767153528359_26.1_d53a785ee099,6D187E8ADE754A11A301D7A5FA2D9580,4f697c72be4f8a375d1eee05cfb5d574,,,,Win32,Win32,,,,,,2025/12/31 11:59,未处理,,2,"https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767153369363/o_1jdp8ssefqo214rc1p0q5mjd5ef.png
https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767153369363/o_1jdp8ssegcj11ei61gmgdmp1r1sh.png",,,,zh-CN,C:\Users\Administrator\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1260MB),"Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz, 3.40GHz, Gigabyte Technology Co., Ltd. H110M-DS2-CF","Intel(R) HD Graphics 630, 1024MB VRAM, Driver v27.20.100.8280",WMEB,DDR4-2400 SDRAM:4.7/7.9GB,C:49.9/120GB,1920x1080,Microsoft Windows 10 企业版 LTSC(64 位) Build 17763 v10.0.17763,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_69549f022de9f70053172a08,pc,不好用,AI 条件格式,,,,WPS,12.1.0.24034,20.2706,1767153410224_1.107_086026f27fde,3994FD7A96274E03BE321BB5C319FA6C,b98fdbe270fd68259fffe89e32c9b115,,,,Win32,Win32,,,,,,2025/12/31 11:56,未处理,,0,,,,,zh-CN,,,,,,,,,,,manual
fb_69549eede782ad00534b0454,pc,你好~请问组卷的功能怎么消失了？我记得之前都还是有的,PC端个人中心,,,,wpsoffice,12.1.0.24034,50.513,,4CAA251B75AC4C0CBF995E4B254A1E31,e54abc216a808d5acab6e438344d3283,,,,Win32,Win32,,,,,,2025/12/31 11:56,未处理,,0,,,,,zh-CN,C:\Program Files (x86)\Kingsoft\WPS Office\12.1.0.24034 (1351MB),"Intel(R) Core(TM) i3-2310M CPU @ 2.10GHz, 2.10GHz, Intel Intel HM65","Intel(R) HD Graphics 3000, VRAM, Driver v9.17.10.4229",PC-20230416TRRK,Unknown Memory-1600 SDRAM:3.4/7.7GB,C:36.0/60GB,1920x1080,Microsoft Windows 7 旗舰版 (64-bit) Build 7601 v6.1.7601,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_69549ecbab7987004cfd48b0,pc,我重装电脑操作系统后，再用WPS就无法运行表格宏。曾经也出现过这样的情况，后来卸载重装WPS就行了。这一次反复安装几次都不行这是为什么？,WPS OFFICE,,,,home,12.1.0.24034,12012.2019,1767153355511_0.111_0dce24a9f909,DFC0E6D314804A0C8BD428088CEA8D21,6a7b7768722f9af0bbfb23d68ff326bf,,,,Win32,Win32,,,,,,2025/12/31 11:55,未处理,,0,,,,,zh-CN,C:\Users\Admin\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1230MB),"Intel(R) Core(TM) i5-8400 CPU @ 2.80GHz, 2.81GHz, ASUSTeK COMPUTER INC. PRIME H310M-K R2.0","OrayIddDriver Device, VRAM, Driver v17.50.19.949 Intel(R) UHD Graphics 630, 1024MB VRAM, Driver v31.0.101.2111",DESKTOP-1CN5LD9,DDR4-2666 SDRAM:5.9/7.9GB,C:64.3/238GB,1920x1080,Microsoft Windows 10 专业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_69549ec9ab7987004cfd48a5,pc,文档修复才修复一点点，一点用处都没有，要求全额退款，否则投诉,WPS OFFICE,,,,home,12.1.0.24034,50.513,1767153353771_211.20_0c7ee259ce06,65C3D3079D58411CBDE7ED61CFFBE903,3b89b8ea43b6cba5f1a3882b29d0c722,,,,Win32,Win32,,,,,,2025/12/31 11:55,未处理,,0,,,,,zh-CN,C:\Users\admin\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1377MB),"Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz, 3.19GHz, Dell Inc. 04Y8V0","Intel(R) UHD Graphics 630, 1024MB VRAM, Driver v30.0.100.9864",DESKTOP-JDF06IQ,DDR4-2666 SDRAM:13.4/15.8GB,C:80.8/118GB,1920x1080,Microsoft Windows 11 家庭中文版(64 位) Build 22631 v10.0.22631,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_69549ea5e782ad00534b0442,pc,手机微信上对方发的文档在手机打开后，不会同步到WPS,WPS OFFICE,,,,home,12.1.0.24034,20.2841,1767153317864_1.33_3b775cb0ca74,006EB2D0027B4B559B56C1917FD2B198,cc96ad6f49d0b6ec11626e7a8e9d91c4,,,,Win32,Win32,,,,,,2025/12/31 11:55,未处理,,0,,,,,zh-CN,C:\Program Files (x86)\WPS Office\12.1.0.24034 (1359MB),"13th Gen Intel(R) Core(TM) i5-13400, 2.50GHz, LENOVO 333A","OrayIddDriver Device, VRAM, Driver v17.50.19.949 Intel(R) UHD Graphics 730, 2048MB VRAM, Driver v32.0.101.6129",DESKTOP-UHD5OP3,DDR4-3200 SDRAM:10.3/15.7GB,C:138.7/465GB,1920x1080,Microsoft Windows 11 家庭中文版(64 位) Build 26200 v10.0.26200,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_69549e9f3dc417005ae62c5d,pc,为什么wps 打印不了，word格式和excel格式都可以打印，但是pdf的格式打印不了，显示打印机异常，联系方式18124435664,PC端个人中心,,,,wpsoffice,12.1.0.24034,50.513,,E26682C3CD934B87B32AA9935D12EDEC,0010faeefde68fa531deec0cd9d0c2af,,,,Win32,Win32,,,,,,2025/12/31 11:55,未处理,,0,,,,,zh-CN,C:\Program Files (x86)\Kingsoft\WPS Office\12.1.0.24034 (1351MB),"Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz, 2.90GHz, Colorful Technology And Development Co.,LTD H510M-T M.2","OrayIddDriver Device, VRAM, Driver v17.1.58.818 Intel(R) UHD Graphics 630, 1024MB VRAM, Driver v31.0.101.2111",DESKTOP-O5K0U3Q,DDR4-2667 SDRAM:7.4/7.8GB,C:62.6/80GB,2560x1440,Microsoft Windows 10 专业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
